schema:amenityFeature,schema:description,dcterms:subject,schema:name,schema:identifier,schema:latitude,schema:longitude,schema:alternateName,schema:address,schema:containedInPlace,map_zoom,geometry,schema:geoWithin,dcterms:isPartOf
,,,Dvorak Park - Playground 1,Chicago_Park_Facility_711,41.85506176,-87.65334479,,"1119 W Cullerton St Chicago, IL 60608",2028,14,"c(445768.795409513, 4633890.41973171)",7336;7280,""
,,,Dvorak Park - Playground 2,Chicago_Park_Facility_712,41.85365621,-87.65442663,,"1119 W Cullerton St Chicago, IL 60608",2028,14,"c(445677.806954579, 4633735.04980672)",7336;7280,""
,,,Eckersall Park - Playground,Chicago_Park_Facility_716,41.74660437,-87.56408485,,"2430 E 82nd St Chicago, IL 60617",2038,14,"c(453098.867590443, 4621796.34852758)",7345;7265,""
,,,Eckhart Park - Playground,Chicago_Park_Facility_724,41.8964299,-87.66064966,,"1330 W Chicago Ave Chicago, IL 60622",2020,14,"c(445197.801103074, 4638488.05050555)",7328;7286,""
,,,Edgebrook Park - Playground,Chicago_Park_Facility_15415,42.00002727,-87.76114013,,"6525 N Hiawatha Ave Chicago, IL 60646",2116,14,"c(436964.014321447, 4650059.42487811)",7315;7254,""
3112;3113;3089;3094;3114;3092;3085;3104;3105;3106;3246;3247;3249;3248;3250,"Playground in a small, neighborhood park with a red color scheme and hockey decorations. Playground suitable for older children and includes a number of slides and climbing elements.",3066;3062;3251,Edison Park - Playground,Chicago_Park_Facility_735,42.00393685,-87.81731985,,"6755 N Northwest Hwy Chicago, IL 60631",1948,14,"c(432315.442274147, 4650536.39297904)",7380;7277,""
,,,Edmonds Park - Playground Park,Chicago_Park_Facility_736,41.78405217,-87.64320933,,"711 W 60th Pl Chicago, IL 60621",2156,14,"c(446551.081181954, 4626000.14707255)",7369;7223,""
,,,Erhler Park - Playground,Chicago_Park_Facility_754,41.91633622,-87.68376827,,"2230 W Cortland St Chicago, IL 60647",2083,14,"c(443297.674517213, 4640713.23305759)",7326;7279,""
,,,Ellis Park - Playground,Chicago_Park_Facility_744,41.82935139,-87.61075366,,"600 E 37th St Chicago, IL 60653",2456,14,"c(449283.809537909, 4631009.86410493)",7305;7242,""
,,,Elston Park - Playground Park,Chicago_Park_Facility_747,41.94442537,-87.70617921,,"3461 N Troy St Chicago, IL 60618",2395,14,"c(441464.896469464, 4643846.9871355)",7325;7216,""
,,,Emmerson Park - Playground,Chicago_Park_Facility_750,41.99457341,-87.6763751,,"1820 W Granville Ave Chicago, IL 60660",1967,14,"c(443979.325222308, 4649394.95477545)",7323;7259,""
,,,Essex Park - Playground Park,Chicago_Park_Facility_755,41.75512147,-87.58998837,,"7687 S South Chicago Ave Chicago, IL 60619",2192,14,"c(450951.581299763, 4622756.40018378)",7342;7263,""
,,,Euclid Park - Playground,Chicago_Park_Facility_761,41.7163678,-87.63735639,,"9800 S Parnell Ave Chicago, IL 60628",1950,14,"c(446981.781279321, 4618481.88170162)",7375;7276,""
,,,Evergreen Park - Playground Park,Chicago_Park_Facility_765,41.93978193,-87.64569181,,"631 W Belmont Ave Chicago, IL 60657",2492,14,"c(446474.829892221, 4643291.89503807)",7348;7238,""
,,,Fellger Park - Playground Park,Chicago_Park_Facility_767,41.93984055,-87.67911213,,"2012 W Belmont Ave Chicago, IL 60618",2397,14,"c(443704.461939818, 4643319.8111035)",7351;7267,""
,,,Fernwood Park - Playground,Chicago_Park_Facility_775,41.70441074,-87.63931153,,"10436 S Wallace St Chicago, IL 60628",1949,14,"c(446809.286800724, 4617155.56637219)",7350;7266,""
,,3071,Field Park - Playground,Chicago_Park_Facility_785,41.97487834,-87.72419449,,"5100 N Ridgeway Ave Chicago, IL 60625",1936,14,"c(440000.179164807, 4647240.61049959)",7317;7256,""
,,,Filbert Park - Playground Park,Chicago_Park_Facility_794,41.95351291,-87.67506326,,"1822 W Larchmont Ave Chicago, IL 60613",2497,14,"c(444052.053816768, 4644835.18380973)",7351;7267,""
,,,Flower Park - Playground Park,Chicago_Park_Facility_795,41.91505889,-87.6919322,,"2554 W Moffat St Chicago, IL 60647",2189,14,"c(442619.522800697, 4640576.84342208)",7326;7217,""
,,,Flying Squirrel Park - Playground Park,Chicago_Park_Facility_797,41.77486086,-87.5964215,,"6600 S Woodlawn Ave Chicago, IL 60637",2112,14,"c(450431.959567616, 4624951.65326507)",7312;7247,""
,,,Forest Glen Park - Playground Park,Chicago_Park_Facility_799,41.97755095,-87.75461143,,"5073 W Berwyn Ave Chicago, IL 60630",1951,14,"c(437482.721469767, 4647559.10064748)",7315;7254,""
,,,Fosco Park - Playground 1,Chicago_Park_Facility_802,41.86454055,-87.6580905,,"1313 S Throop St Chicago, IL 60608",2337,14,"c(445382.940112095, 4634945.82910422)",7332;7250,""
,,,Fosco Park - Playground 2,Chicago_Park_Facility_803,41.8644966,-87.65678191,,"1313 S Throop St Chicago, IL 60608",2337,14,"c(445491.507428739, 4634940.11776649)",7332;7250,""
,,,Foster Park - Playground,Chicago_Park_Facility_817,41.74227167,-87.66091124,,"1400 W 84th St Chicago, IL 60620",1930,14,"c(445044.453531756, 4621372.61781541)",7373;7274,""
,,,Franklin Park - Playground,Chicago_Park_Facility_838,41.86075823,-87.73263918,,"1449 S Kolin Ave Chicago, IL 60623",2014,14,"c(439192.284649262, 4634576.00334701)",7333;7210,""
,,,Fuller Park - Playground,Chicago_Park_Facility_849,41.81222426,-87.6338171,,"331 W 45th St Chicago, IL 60609",1910,14,"c(447354.61576092, 4629122.17760876)",7306;7245,""
,,,Gage Park - Playground,Chicago_Park_Facility_864,41.79254134,-87.68548976,,"2415 W 55th St Chicago, IL 60629",1927,14,"c(443045.190361431, 4626969.80883979)",7364;7289,""
,,,Galewood Park - Playground,Chicago_Park_Facility_883,41.91228488,-87.76920057,,"5729 W Bloomingdale Ave Chicago, IL 60639",1985,14,"c(436209.017615423, 4640323.43328606)",7329;7298,""
,,,Garfield Park - Playground 1,Chicago_Park_Facility_906,41.88130341,-87.71194361,,"100 N Central Park Dr Chicago, IL 60624",2016,14,"c(440928.908618599, 4636842.62830007)",7331;7209,""
,,,Garfield Park - Playground 2,Chicago_Park_Facility_907,41.88397561,-87.7115065,,"100 N Central Park Dr Chicago, IL 60624",2016,14,"c(440967.636332129, 4637139.01527276)",7331;7209,""
,,,Garibaldi Park - Playground,Chicago_Park_Facility_917,41.87194915,-87.66507218,,"1520 W Polk St Chicago, IL 60607",2353,14,"c(444809.87781762, 4635772.85001203)",7332;7250,""
,,,Gately Park - Playground,Chicago_Park_Facility_926,41.70774854,-87.60599408,,"810 E 103rd St Chicago, IL 60628",2050,14,"c(449583.918461913, 4617506.0995934)",7352;7231,""
,,3192;3067,Gill Park - Playground,Chicago_Park_Facility_932,41.95253618,-87.65001732,,"825 W Sheridan Rd Chicago, IL 60613",2136,14,"c(446127.000509654, 4644710.69123007)",7348;7238,""
,,,Ginkgo Park - Playground Park,Chicago_Park_Facility_933,41.86098233,-87.71201972,,"3432 W 15th St Chicago, IL 60623",2124,14,"c(440903.878515167, 4634586.48592928)",7333;7210,""
3075;3113;3102;3094;3128;3106;3105;3112;3114;3079;3121;3126,Small neighborhood park with a decent playground and plenty of benches.,3067;3063;3061;3062;3251;3060,Gladstone Park - Playground,Chicago_Park_Facility_936,41.97957134,-87.77302489,,"5421 N Menard Ave Chicago, IL 60630",1962,14,"c(435959.236514128, 4647797.0264357)",7314;7253,""
,,,Gladys Park - Playground,Chicago_Park_Facility_939,41.87594139,-87.70869521,,"3307 W Gladys Ave Chicago, IL 60624",2398,14,"c(441193.519127253, 4636245.06612847)",7331;7209,""
,,3069,Goldberg Park - Playground Park,Chicago_Park_Facility_941,42.01066244,-87.66565974,,"7053 N Glenwood Ave Chicago, IL 60626",2149,14,"c(444880.71610955, 4651174.3604946)",7313;7252,""
,,,Golden Gate Park - Playground,Chicago_Park_Facility_944,41.65774789,-87.61154431,,"500 E 130th St Chicago, IL 60627",2087,14,"c(449082.757596494, 4611958.11958521)",7356;7232,""
,,3071;3060,Gompers Park - Playground,Chicago_Park_Facility_955,41.97578438,-87.7368964,,"4222 W Foster Ave Chicago, IL 60630",1935,14,"c(438948.679710736, 4647350.18211825)",7316;7255,""
,,,Gooseberry Park - Playground Park,Chicago_Park_Facility_963,41.96671671,-87.66299978,,"4648 N Malden St Chicago, IL 60640",2125,14,"c(445063.199530116, 4646293.38188736)",7334;7260,""
,,,Goudy Square Park - Playground Park,Chicago_Park_Facility_964,41.90560657,-87.62690521,,"1255 N Astor St Chicago, IL 60610",1968,14,"c(448004.42817783, 4639485.91083905)",7340;7299,""
,,,Grand Park - Playground Park,Chicago_Park_Facility_965,41.90119675,-87.71501612,,"3531 W Grand Ave Chicago, IL 60651",2399,14,"c(440692.381666136, 4639053.45945844)",7327;7208,""
,,,Grand Crossing Park - Playground,Chicago_Park_Facility_974,41.75565437,-87.60116217,,"7655 S Ingleside Ave Chicago, IL 60619",1921,14,"c(450023.061980559, 4622821.99595176)",7370;7224,""
,,,Grandparents' Park - Playground,Chicago_Park_Facility_984,41.97861073,-87.83879197,,"5445 N Chester St Chicago, IL 60656",2215,14,"c(430509.719361902, 4647741.63335602)",7378;7228,""
,,3192,Maggie Daley Playground,Chicago_Park_Facility_1007,41.88223806,-87.61803648,Grant Park - Playground,"331 E Randolph St Chicago, IL 60605",1929,14,"c(448721.315550805, 4636886.02568504)",7341;7270,""
,,,Grape Park - Playground Park,Chicago_Park_Facility_1023,41.93346509,-87.69934706,,"2850 W Avondale Ave Chicago, IL 60618",2147,14,"c(442021.287959483, 4642625.43979749)",7325;7216,""
,,,Graver Park - Playground,Chicago_Park_Facility_1027,41.70743497,-87.66023682,,"1518 W 102nd Pl Chicago, IL 60643",2006,14,"c(445070.868260499, 4617504.46457495)",7374;7275,""
,,,Green Park - Playground,Chicago_Park_Facility_1033,41.99985617,-87.76644429,,"6500 N Algonquin Ave Chicago, IL 60646",2455,14,"c(436524.562383348, 4650044.34627796)",7315;7254,""
,,,Green Briar Park - Playground,Chicago_Park_Facility_1038,41.99122384,-87.69666929,,"2650 W Peterson Ave Chicago, IL 60659",2010,14,"c(442295.427458752, 4649036.52912636)",7323;7259,""
,,,Greenebaum Park - Playground,Chicago_Park_Facility_1043,41.91188032,-87.73351062,,"1729 N Kildare Ave Chicago, IL 60639",1987,14,"c(439168.473887278, 4640252.5866302)",7327;7208,""
,,,Gross Park - Playground,Chicago_Park_Facility_1047,41.9689306,-87.69678518,,"2708 W Lawrence Ave Chicago, IL 60625",2338,14,"c(442265.693317074, 4646561.40331871)",7309;7241,""
,,,Haas Park - Playground,Chicago_Park_Facility_1050,41.9252166,-87.6959344,,"2402 N Washtenaw Ave Chicago, IL 60647",2339,14,"c(442296.779395534, 4641707.32110229)",7326;7217,""
,,,Hale Park - Playground,Chicago_Park_Facility_1057,41.77999068,-87.77798765,,"6140 S Melvina Ave Chicago, IL 60638",2040,14,"c(435347.223377221, 4625641.77615955)",7365;7290,""
,,,Hamilton Park - Playground,Chicago_Park_Facility_1073,41.76261984,-87.63686292,,"513 W 72nd St Chicago, IL 60621",1915,14,"c(447060.831934158, 4623616.69188394)",7369;7223,""
,,,Hamlin Park - Playground,Chicago_Park_Facility_1094,41.93748911,-87.67930194,,"3035 N Hoyne Ave Chicago, IL 60618",1969,14,"c(443686.658587426, 4643058.85888797)",7351;7267,""
,,,Hansberry Park - Playground Park,Chicago_Park_Facility_1099,41.79189638,-87.62029752,,"5635 S Indiana Ave Chicago, IL 60637",2404,14,"c(448461.281223525, 4626857.06558844)",7310;7269,""
,,,Harding (Frederick) Park - Playground Park,Chicago_Park_Facility_1100,41.90240853,-87.72480189,,"3921 W Division St Chicago, IL 60651",2400,14,"c(439881.824680262, 4639194.81245792)",7327;7208,""
,,,Harding (George) Park - Playground,Chicago_Park_Facility_1102,41.80554793,-87.61836672,,"4912 S Calumet Ave Chicago, IL 60615",2340,14,"c(448632.609755144, 4628371.58256036)",7307;7204,""
,,,Harris (Harriet) Park - Playground,Chicago_Park_Facility_1107,41.78210575,-87.6045968,,"6200 S Drexel Ave Chicago, IL 60637",2259,14,"c(449758.170314976, 4625760.76341379)",7312;7247,""
,,,Harris (Ryan) Memorial Park - Playground,Chicago_Park_Facility_1108,41.77193031,-87.64006584,,"6701 S Lowe Ave Chicago, IL 60621",2467,14,"c(446802.280564184, 4624652.36418912)",7369;7223,""
,,,Harrison Park - Playground,Chicago_Park_Facility_1121,41.85609225,-87.67131359,,"1824 S Wood St Chicago, IL 60608",2025,14,"c(444278.173355181, 4634016.33683999)",7336;7280,""
,,,Harsh Park - Playground Park,Chicago_Park_Facility_1128,41.81385391,-87.59550718,,"4464 S Oakenwald Ave Chicago, IL 60653",2107,14,"c(450537.937290318, 4629280.35135716)",7308;7251,""
,,3070,Hartigan Beach Park - Playground,Chicago_Park_Facility_1131,42.002272,-87.65769376,,"1040 W Albion Ave Chicago, IL 60626",2474,14,"c(445533.177500287, 4650237.6735527)",7313;7252,""
,,,Hasan Park - Playground Park,Chicago_Park_Facility_1132,41.77005501,-87.56772978,,"6855 S Oglesby Ave Chicago, IL 60649",2093,14,"c(452812.988904628, 4624401.94409049)",7342;7263,""
,,,Hayes Park - Playground,Chicago_Park_Facility_1142,41.74207837,-87.69587776,,"2936 W 85th St Chicago, IL 60652",2048,14,"c(442136.756646565, 4621374.07778456)",7372;7225,""
,,,Hazelnut Park - Playground Park,Chicago_Park_Facility_1147,41.89247587,-87.77409637,,"5949 W Huron St Chicago, IL 60644",2176,14,"c(435783.15229421, 4638127.72998626)",7329;7298,""
,,,Hermitage Park - Playground,Chicago_Park_Facility_1151,41.78701485,-87.66865579,,"5839 S Wood St Chicago, IL 60636",2317,14,"c(444439.097928761, 4626345.21113874)",7368;7223,""
,,,Hermosa Park - Playground,Chicago_Park_Facility_1157,41.92224395,-87.73983511,,"2240 N Kilbourn Ave Chicago, IL 60639",1980,14,"c(438653.89434359, 4641407.74740874)",7324;7215,""
,,,Hiawatha Park - Playground,Chicago_Park_Facility_1166,41.94327491,-87.82843575,,"8029 W Forest Preserve Ave Chicago, IL 60634",2035,14,"c(431329.762145812, 4643809.97044275)",7320;7258,""
,,,Hickory Park - Playground Park,Chicago_Park_Facility_1175,41.97016472,-87.65809605,,"4834 N Winthrop Ave Chicago, IL 60640",2096,14,"c(445472.469853992, 4646673.07845584)",7334;7260,""
,,,Hoard Park - Playground,Chicago_Park_Facility_1179,41.76353721,-87.59906509,,"7221 S Dobson Ave Chicago, IL 60619",2152,14,"c(450203.49574184, 4623695.97128474)",7370;7224,""
,,,Holly Park - Playground Park,Chicago_Park_Facility_1181,41.82046188,-87.60357716,,"4052 S Ellis Ave Chicago, IL 60653",2108,14,"c(449872.805620929, 4630018.68424509)",7305;7242,""
,,,Hollywood Park - Playground,Chicago_Park_Facility_1186,41.98873229,-87.71093912,,"3312 W Thorndale Ave Chicago, IL 60659",1952,14,"c(441111.165678702, 4648769.60727703)",7316;7255,""
,,,Holstein Park - Playground,Chicago_Park_Facility_1191,41.92241734,-87.68500275,,"2200 N Oakley Ave Chicago, IL 60647",2015,14,"c(443200.696309716, 4641389.22553197)",7326;7279,""
,,,Homan Park - Playground Park,Chicago_Park_Facility_1194,41.85225732,-87.71045056,,"2148 S Homan Ave Chicago, IL 60623",2402,14,"c(441026.100728201, 4633616.69511844)",7335;7211,""
,,,Homan Square Community Center Park - Playground,Chicago_Park_Facility_2190,41.86956538,-87.71438049,,"3517 W Arthington St Chicago, IL 60624",2250,14,"c(440715.868527263, 4635541.0656295)",7333;7210,""
,,,Honeysuckle Park - Playground Park,Chicago_Park_Facility_1195,41.81014609,-87.60990004,,"4637 S Champlain Ave Chicago, IL 60653",2126,14,"c(449339.55816668, 4628877.07160279)",7307;7204,""
,,,Honor<U+FFFD> Park - Playground Park,Chicago_Park_Facility_2192,41.89839036,-87.67385862,,"916 N Honore St Chicago, IL 60622",2255,14,"c(444103.795803595, 4638714.23753232)",7328;7285,""
,,,Horan Park - Playground,Chicago_Park_Facility_1198,41.87570181,-87.70267204,,"3035 W Van Buren St Chicago, IL 60612",2341,14,"c(441693.097890843, 4636214.35689913)",7331;7209,""
,,,Hornbeam Park - Playground Park,Chicago_Park_Facility_1200,41.86187275,-87.72058354,,"1422 S Hamlin Ave Chicago, IL 60623",2128,14,"c(440193.925286756, 4634691.27693864)",7333;7210,""
,,,Horner Park - Playground,Chicago_Park_Facility_1217,41.96008068,-87.69797944,,"2741 W Montrose Ave Chicago, IL 60618",2034,14,"c(442158.734244825, 4645579.61055985)",7319;7257,""
,,,Houston Park - Playground,Chicago_Park_Facility_1228,41.80385051,-87.60473456,,"5001 S Cottage Grove Ave Chicago, IL 60615",2080,14,"c(449763.704793499, 4628175.06766143)",7308;7251,""
,,3070,Howard Beach Park - Playground,Chicago_Park_Facility_1230,42.01907479,-87.6642486,,"1300 W Howard St Chicago, IL 60626",2478,14,"c(445004.812739097, 4652107.47552218)",7313;7252,""
,,,Hoyne Park - Playground,Chicago_Park_Facility_1234,41.83128621,-87.6787647,,"3417 S Hamilton Ave Chicago, IL 60608",2342,14,"c(443637.930215772, 4631267.06658204)",7347;7284,""
,,,Hubbard Park - Playground,Chicago_Park_Facility_1237,41.8888166,-87.74983729,,"4950 W Hubbard St Chicago, IL 60644",2403,14,"c(437792.079449305, 4637703.57731054)",7329;7298,""
,,,Huckleberry Park - Playground Park,Chicago_Park_Facility_1238,41.78220632,-87.59523563,,"6200 S Kimbark Ave Chicago, IL 60637",2117,14,"c(450536.161509531, 4625766.5019143)",7312;7247,""
,,,Humbert Park - Playground Park,Chicago_Park_Facility_1240,41.83834695,-87.64299258,,"632 W 31st St Chicago, IL 60616",2413,14,"c(446614.195092778, 4632028.14362362)",7361;7287,""
,,,Humboldt Park - Playground 1,Chicago_Park_Facility_1268,41.90973988,-87.69988668,,"1400 N Humboldt Dr Chicago, IL 60622",2031,14,"c(441955.051923704, 4639991.63660423)",7328;7208,""
,,,Humboldt Park - Playground 2,Chicago_Park_Facility_1269,41.90807963,-87.6993149,,"1400 N Humboldt Dr Chicago, IL 60622",2031,14,"c(442000.969763367, 4639806.91559445)",7328;7208,""
,,,Humboldt Park - Playground 3,Chicago_Park_Facility_1270,41.90360955,-87.70599857,,"1400 N Humboldt Dr Chicago, IL 60622",2031,14,"c(441442.558861944, 4639315.15268154)",7328;7208,""
,,,Humboldt Park - Playground 4,Chicago_Park_Facility_1271,41.89884049,-87.70338194,,"1400 N Humboldt Dr Chicago, IL 60622",2031,14,"c(441655.249035573, 4638783.87130076)",7327;7208,""
,,,Humboldt Park - Playground 5,Chicago_Park_Facility_4534,41.90538024,-87.69738317,,"1400 N Humboldt Dr Chicago, IL 60622",2031,14,"c(442158.745738809, 4639505.90348405)",7328;7208,""
,,,Hurley Park - Playground,Chicago_Park_Facility_1284,41.71179319,-87.66940867,,"1901 W 100th St Chicago, IL 60643",2005,14,"c(444311.563607891, 4617994.22320461)",7374;7275,""
,,,Independence Park - Playground,Chicago_Park_Facility_1292,41.95240579,-87.72348448,,"3945 N Springfield Ave Chicago, IL 60618",1956,14,"c(440037.936115359, 4644745.00637829)",7319;7257,""
,,,Indian Boundary Park - Playground,Chicago_Park_Facility_1299,42.00976937,-87.69319385,,"2500 W Lunt Ave Chicago, IL 60645",1998,14,"c(442599.967378303, 4651093.29830398)",7323;7259,""
,,,Indian Road Park - Playground,Chicago_Park_Facility_1308,41.9928213,-87.77877593,,"6010 W Matson Ave Chicago, IL 60646",2344,14,"c(435496.169264908, 4649272.48110617)",7339;7261,""
,,,Jackson (Andrew) Park - Playground 1,Chicago_Park_Facility_1332,41.77365506,-87.57585549,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(452140.291973121, 4624806.12984416)",7312;7229,""
,,,Jackson (Andrew) Park - Playground 2,Chicago_Park_Facility_1333,41.77920989,-87.585933,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(451306.942517644, 4625428.51301193)",7312;7229,""
,,,Jackson (Andrew) Park - Playground 3,Chicago_Park_Facility_1334,41.78282737,-87.58540244,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(451353.768295103, 4625829.84440386)",7312;7229,""
,,,Jackson (Andrew) Park - Playground 4,Chicago_Park_Facility_1335,41.79286946,-87.58585391,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(451323.848616576, 4626945.02697211)",7311;7229,""
,,,Jackson (Andrew) Park - Playground 5,Chicago_Park_Facility_1336,41.79301766,-87.58501659,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(451393.530276813, 4626961.00719708)",7311;7229,""
,,,Jackson (Andrew) Park - Playground 6,Chicago_Park_Facility_4064,41.77354306,-87.58319264,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(451530.410155122, 4624797.80413581)",7312;7229,""
,,3070,Jackson (Andrew) Park - Playground 7,Chicago_Park_Facility_4539,41.78140466,-87.57264599,,"6401 S Stony Island Ave Chicago, IL 60637",1925,14,"c(452412.765940469, 4625664.74942145)",7312;7229,""
,,,Jackson (Robert) Park - Playground Park,Chicago_Park_Facility_1370,41.81589427,-87.62085622,,"4319 S Indiana Ave Chicago, IL 60653",2405,14,"c(448434.10609222, 4629521.78533241)",7307;7204,""
3152;3317;3155;3149;3089;3105;3104;3106;3115;3078;3323;3114,"A small neighborhood park that borders the Chicago River and the CTA Brown Line, this park contains a grassy hill and a large sand play area with a small bridge. The playground features a smaller area designed for younger children and another area with monkey bars and climbing elements designed for older children. There is plenty of morning shade and several benches and picnic tables at this park making this a comfortable spot to watch trains while you play.",3071;3069;3063;3064;3060;3066;3068,Jacob Park - Playground,Chicago_Park_Facility_1371,41.96662147,-87.6983213,,"4674 N Virginia Ave Chicago, IL 60625",1994,14,"c(442136.32295529, 4646306.05896035)",7309;7241,""
,,,Jacolik Park - Playground Park,Chicago_Park_Facility_1372,41.84377774,-87.66109743,,"2731 S Eleanor St Chicago, IL 60608",2502,14,"c(445115.635748063, 4632642.51711172)",7361;7287,""
,,,Jefferson (Nancy) Park - Playground,Chicago_Park_Facility_1375,41.88605719,-87.70448162,,"3111 W Fulton Blvd Chicago, IL 60612",2119,14,"c(441552.378042976, 4637365.31945289)",7331;7209,""
,,,Jefferson (Thomas) Park - Playground,Chicago_Park_Facility_1376,41.85898269,-87.64222198,,"1630 S Jefferson St Chicago, IL 60616",2406,14,"c(446695.310192357, 4634318.78301708)",7336;7280,""
,,,Jefferson (Thomas) Memorial Park - Playground,Chicago_Park_Facility_1380,41.96827076,-87.76321543,,"4822 N Long Ave Chicago, IL 60630",1963,14,"c(436760.721861552, 4646535.04217925)",7314;7253,""
,,,Jensen Park - Playground,Chicago_Park_Facility_1390,41.96617171,-87.72088432,,"4600 N Lawndale Ave Chicago, IL 60625",1955,14,"c(440266.295489557, 4646271.60691893)",7317;7256,""
,,,Jones Park - Playground,Chicago_Park_Facility_1392,41.86625442,-87.62895738,,"1240 S Plymouth Ct Chicago, IL 60616",2220,14,"c(447802.197171433, 4635117.99067805)",7337;7271,""
,,,Jonquil Park - Playground,Chicago_Park_Facility_1394,41.92834588,-87.65505531,,"1023 W Wrightwood Ave Chicago, IL 60614",2487,14,"c(445688.929457078, 4642028.05802832)",7371;7207,""
,,,Junction Grove Park - Playground Park,Chicago_Park_Facility_1397,41.77777669,-87.63431844,,"345 W 64th St Chicago, IL 60621",2174,14,"c(447284.753429474, 4625297.92099086)",7369;7223,""
3298;3133;3254;3111;3105;3106;3300,"Juniper Park Playground is a small, neighborhood playground with unique elements and a natural design perfect for younger kids. Aside from a few slides and swings, there aren't many traditional playground elements; instead there is a large sandy area (with a faucet and trough for water play), rocks and logs for climbing, and a large rotating net for climbing. Plenty of benches and a few picnic tables make this a really wonderful playground.",3061;3063;3192;3060;3065;3064;3067;3068;3066,Juniper Park - Playground,Chicago_Park_Facility_1398,41.94860649,-87.66682382,,"3656 N Greenview Ave Chicago, IL 60613",2157,14,"c(444730.687683977, 4644285.08412365)",7348;7238,""
,,,Kedvale Park - Playground,Chicago_Park_Facility_1402,41.90664496,-87.73047666,,"4140 W Hirsch St Chicago, IL 60651",2345,14,"c(439415.137539651, 4639669.16725313)",7327;7208,""
,,,Keeler Park - Playground Park,Chicago_Park_Facility_1404,41.8648219,-87.7296459,,"1243 S Keeler Ave Chicago, IL 60623",2407,14,"c(439444.557473655, 4635025.06550768)",7333;7210,""
,,,Kells Park - Playground,Chicago_Park_Facility_1406,41.89531797,-87.70753244,,"3201 W Chicago Ave Chicago, IL 60624",2346,14,"c(441307.742419425, 4638395.60470191)",7327;7208,""
,,,Kelly (Edward) Park - Playground,Chicago_Park_Facility_1413,41.81920009,-87.69305501,,"2725 W 41st St Chicago, IL 60632",2064,14,"c(442440.485469066, 4629934.66310554)",7360;7283,""
,,,Kelly (John) Park - Playground,Chicago_Park_Facility_1415,41.95348297,-87.65699816,,"3800 N Seminary Ave Chicago, IL 60613",2231,14,"c(445549.236313041, 4644820.2239049)",7348;7281,""
,,,Kelvyn Park - Playground,Chicago_Park_Facility_1421,41.92914536,-87.73773493,,"4438 W Wrightwood Ave Chicago, IL 60639",1981,14,"c(438834.632047151, 4642172.49970524)",7324;7215,""
,,,Ken-Well Park - Playground,Chicago_Park_Facility_1456,41.93500322,-87.73355448,,"2945 N Kenosha Ave Chicago, IL 60641",2348,14,"c(439186.798643675, 4642819.91545705)",7324;7215,""
,,,Kenmore Park - Playground Park,Chicago_Park_Facility_1427,41.93932062,-87.65493655,,"3141 N Kenmore Ave Chicago, IL 60657",2408,14,"c(445708.084416952, 4643246.49019072)",7348;7238,""
,,,Kennedy Park - Playground,Chicago_Park_Facility_1435,41.68768708,-87.68221508,,"11320 S Western Ave Chicago, IL 60655",1941,14,"c(443224.986388861, 4615326.22942997)",7377;7227,""
,,,Kennicott Park - Playground,Chicago_Park_Facility_1444,41.81410066,-87.59790031,,"4434 S Lake Park Ave Chicago, IL 60653",2225,14,"c(450339.356776431, 4629309.12721108)",7308;7251,""
,,,Kensington Park - Playground,Chicago_Park_Facility_1449,41.67956102,-87.61595555,,"345 E 118th St Chicago, IL 60628",2347,14,"c(448732.784967301, 4614382.49790285)",7355;7220,""
,,,Kenwood Comm. Park - Playground,Chicago_Park_Facility_1463,41.80570045,-87.59356738,,"1330 E 50th St Chicago, IL 60615",2318,14,"c(450692.803038297, 4628373.99193834)",7308;7251,""
,,,Keystone Park - Playground Park,Chicago_Park_Facility_1470,41.91151957,-87.72723225,,"1655 N Keystone Ave Chicago, IL 60639",2409,14,"c(439688.81533677, 4640208.09934949)",7327;7208,""
,,,Kilbourn Park - Playground,Chicago_Park_Facility_1479,41.94410274,-87.73896597,,"3501 N Kilbourn Ave Chicago, IL 60641",1957,14,"c(438746.881361617, 4643834.0760305)",7319;7257,""
,,,King Park - Playground,Chicago_Park_Facility_1485,41.75465177,-87.6545042,,"1212 W 77th St Chicago, IL 60620",2115,14,"c(445587.664441006, 4622743.04423789)",7373;7274,""
3105;3106;3104;3114;3265;3267;3164;3094;3269;3224;3125;3113;3077;3279,"This small playground features a small grassy area, benches and picnic tables and is situated on a small, triangular lot on a busy stretch of Lincoln Avenue and near the Metra tracks. The playground is fully enclosed and well maintained and features an area for younger children and an area for older children.",3063;3065;3060;3064;3067;3069;3061,Klein Park - Playground Park,Chicago_Park_Facility_1488,41.94622102,-87.67350444,,"3538-40 N Lincoln Ave Chicago, IL 60657",2278,14,"c(444174.884348214, 4644024.55817841)",7348;7238,""
,,,Kolmar Park - Playground,Chicago_Park_Facility_1490,41.95639941,-87.74150904,,"4143 N Kolmar Ave Chicago, IL 60641",1958,14,"c(438547.896498508, 4645201.1821631)",7319;7257,""
