schema:longitude,schema:latitude,schema:address,schema:name,schema:identifier,schema:addressLocality,schema:name...18,schema:containedInPlace,schema:name...17
-87.61154430792311,41.65774789087369,"500 E 130th St Chicago, IL 60627",Golden Gate Park - Playground,Chicago_Park_Facility_944,1870,Ward 9,2087,Golden Gate Park
-87.73689640019563,41.97578437655665,"4222 W Foster Ave Chicago, IL 60630",Gompers Park - Playground,Chicago_Park_Facility_955,1899,Ward 39,1935,Gompers Park
-87.66299978042625,41.966716709619604,"4648 N Malden St Chicago, IL 60640",Gooseberry Park - Playground Park,Chicago_Park_Facility_963,1860,Ward 46,2125,Gooseberry Park
-87.62690520600864,41.90560657303764,"1255 N Astor St Chicago, IL 60610",Goudy Square Park - Playground Park,Chicago_Park_Facility_964,1898,Ward 43,1968,Goudy Square Park
-87.71501612487853,41.901196754527575,"3531 W Grand Ave Chicago, IL 60651",Grand Park - Playground Park,Chicago_Park_Facility_965,1905,Ward 27,2399,Grand Park
-87.60116217134518,41.75565437283295,"7655 S Ingleside Ave Chicago, IL 60619",Grand Crossing Park - Playground,Chicago_Park_Facility_974,1907,Ward 8,1921,Grand Crossing Park
-87.83879197185254,41.97861073045283,"5445 N Chester St Chicago, IL 60656",Grandparents' Park - Playground,Chicago_Park_Facility_984,1865,Ward 41,2215,Grandparents' Park
-87.61803647519069,41.88223806087811,"331 E Randolph St Chicago, IL 60605",Grant Park - Playground,Chicago_Park_Facility_1007,NA,NA,1929,Grant Park
-87.69934705826485,41.93346509237673,"2850 W Avondale Ave Chicago, IL 60618",Grape Park - Playground Park,Chicago_Park_Facility_1023,1858,Ward 33,2147,Grape Park
-87.6602368165806,41.70743496752356,"1518 W 102nd Pl Chicago, IL 60643",Graver Park - Playground,Chicago_Park_Facility_1027,1885,Ward 19,2006,Graver Park
-87.76644429457319,41.99985616887958,"6500 N Algonquin Ave Chicago, IL 60646",Green Park - Playground,Chicago_Park_Facility_1033,1865,Ward 41,2455,Green Park
-87.69666929050769,41.991223843793534,"2650 W Peterson Ave Chicago, IL 60659",Green Briar Park - Playground,Chicago_Park_Facility_1038,1906,Ward 40,2010,Green Briar Park
-87.73351061792403,41.911880315830736,"1729 N Kildare Ave Chicago, IL 60639",Greenebaum Park - Playground,Chicago_Park_Facility_1043,1867,Ward 26,1987,Greenebaum Park
-87.69678518238995,41.96893059762033,"2708 W Lawrence Ave Chicago, IL 60625",Gross Park - Playground,Chicago_Park_Facility_1047,1906,Ward 40,2338,Gross Park
-87.69593439544303,41.92521659917979,"2402 N Washtenaw Ave Chicago, IL 60647",Haas Park - Playground,Chicago_Park_Facility_1050,1893,Ward 1,2339,Haas Park
-87.77798765260296,41.77999067849812,"6140 S Melvina Ave Chicago, IL 60638",Hale Park - Playground,Chicago_Park_Facility_1057,1869,Ward 13,2040,Hale Park
-87.63686292205551,41.762619835913384,"513 W 72nd St Chicago, IL 60621",Hamilton Park - Playground,Chicago_Park_Facility_1073,1902,Ward 6,1915,Hamilton Park
-87.67930194094691,41.9374891106276,"3035 N Hoyne Ave Chicago, IL 60618",Hamlin Park - Playground,Chicago_Park_Facility_1094,1887,Ward 32,1969,Hamlin Park
-87.62029752057006,41.79189637832688,"5635 S Indiana Ave Chicago, IL 60637",Hansberry Park - Playground Park,Chicago_Park_Facility_1099,1884,Ward 20,2404,Hansberry Park
-87.72480188746431,41.90240852987116,"3921 W Division St Chicago, IL 60651",Harding (Frederick) Park - Playground Park,Chicago_Park_Facility_1100,1900,Ward 37,2400,Harding (Frederick) Park
-87.6183667222086,41.80554793355552,"4912 S Calumet Ave Chicago, IL 60615",Harding (George) Park - Playground,Chicago_Park_Facility_1102,1861,Ward 3,2340,Harding (George) Park
-87.6045968035022,41.782105753076266,"6200 S Drexel Ave Chicago, IL 60637",Harris (Harriet) Park - Playground,Chicago_Park_Facility_1107,1884,Ward 20,2259,Harris (Harriet) Park
-87.64006584449692,41.771930305835795,"6701 S Lowe Ave Chicago, IL 60621",Harris (Ryan) Memorial Park - Playground,Chicago_Park_Facility_1108,NA,NA,2467,Harris (Ryan) Memorial Park
-87.67131358955827,41.85609225457375,"1824 S Wood St Chicago, IL 60608",Harrison Park - Playground,Chicago_Park_Facility_1121,1873,Ward 25,2025,Harrison Park
-87.59550717907217,41.81385390945481,"4464 S Oakenwald Ave Chicago, IL 60653",Harsh Park - Playground Park,Chicago_Park_Facility_1128,1882,Ward 4,2107,Harsh Park
-87.65769376051867,42.00227200103774,"1040 W Albion Ave Chicago, IL 60626",Hartigan Beach Park - Playground,Chicago_Park_Facility_1131,1876,Ward 49,2474,Hartigan Beach Park
-87.56772978219502,41.7700550070132,"6855 S Oglesby Ave Chicago, IL 60649",Hasan Park - Playground Park,Chicago_Park_Facility_1132,1866,Ward 5,2093,Hasan Park
-87.69587776157991,41.7420783654427,"2936 W 85th St Chicago, IL 60652",Hayes Park - Playground,Chicago_Park_Facility_1142,1875,Ward 18,2048,Hayes Park
-87.77409636923737,41.892475867597256,"5949 W Huron St Chicago, IL 60644",Hazelnut Park - Playground Park,Chicago_Park_Facility_1147,1897,Ward 29,2176,Hazelnut Park
-87.66865579407417,41.787014849961324,"5839 S Wood St Chicago, IL 60636",Hermitage Park - Playground,Chicago_Park_Facility_1151,1904,Ward 15,2317,Hermitage Park
-87.7398351145481,41.922243945461766,"2240 N Kilbourn Ave Chicago, IL 60639",Hermosa Park - Playground,Chicago_Park_Facility_1157,1892,Ward 36,1980,Hermosa Park
-87.82843574824298,41.94327490739587,"8029 W Forest Preserve Ave Chicago, IL 60634",Hiawatha Park - Playground,Chicago_Park_Facility_1166,1877,Ward 38,2035,Hiawatha Park
-87.65809604723523,41.970164717391235,"4834 N Winthrop Ave Chicago, IL 60640",Hickory Park - Playground Park,Chicago_Park_Facility_1175,1860,Ward 46,2096,Hickory Park
-87.59906508578158,41.76353721163568,"7221 S Dobson Ave Chicago, IL 60619",Hoard Park - Playground,Chicago_Park_Facility_1179,1866,Ward 5,2152,Hoard Park
-87.60357716415096,41.82046188447197,"4052 S Ellis Ave Chicago, IL 60653",Holly Park - Playground Park,Chicago_Park_Facility_1181,1882,Ward 4,2108,Holly Park
-87.71093912198621,41.98873229273415,"3312 W Thorndale Ave Chicago, IL 60659",Hollywood Park - Playground,Chicago_Park_Facility_1186,1899,Ward 39,1952,Hollywood Park
-87.68500274641823,41.922417335667504,"2200 N Oakley Ave Chicago, IL 60647",Holstein Park - Playground,Chicago_Park_Facility_1191,1887,Ward 32,2015,Holstein Park
-87.71045056354207,41.852257323949544,"2148 S Homan Ave Chicago, IL 60623",Homan Park - Playground Park,Chicago_Park_Facility_1194,1864,Ward 24,2402,Homan Park
-87.71438048951039,41.86956537762809,"3517 W Arthington St Chicago, IL 60624",Homan Square Community Center Park - Playground,Chicago_Park_Facility_2190,1864,Ward 24,2250,Homan Square Community Center Park
-87.60990004245139,41.810146086114784,"4637 S Champlain Ave Chicago, IL 60653",Honeysuckle Park - Playground Park,Chicago_Park_Facility_1195,1882,Ward 4,2126,Honeysuckle Park
-87.67385861813476,41.89839036315298,"916 N Honore St Chicago, IL 60622",Honor<U+FFFD> Park - Playground Park,Chicago_Park_Facility_2192,1894,Ward 2,2255,Honor<U+FFFD> Park
-87.70267203768188,41.875701812511835,"3035 W Van Buren St Chicago, IL 60612",Horan Park - Playground,Chicago_Park_Facility_1198,1896,Ward 28,2341,Horan Park
-87.72058354475516,41.86187274516598,"1422 S Hamlin Ave Chicago, IL 60623",Hornbeam Park - Playground Park,Chicago_Park_Facility_1200,1864,Ward 24,2128,Hornbeam Park
-87.69797943673422,41.96008068488788,"2741 W Montrose Ave Chicago, IL 60618",Horner Park - Playground,Chicago_Park_Facility_1217,1858,Ward 33,2034,Horner Park
-87.6047345597901,41.80385050761709,"5001 S Cottage Grove Ave Chicago, IL 60615",Houston Park - Playground,Chicago_Park_Facility_1228,1882,Ward 4,2080,Houston Park
-87.66424860204621,42.01907478551968,"1300 W Howard St Chicago, IL 60626",Howard Beach Park - Playground,Chicago_Park_Facility_1230,1876,Ward 49,2478,Howard Beach Park
-87.6787647022565,41.83128620561536,"3417 S Hamilton Ave Chicago, IL 60608",Hoyne Park - Playground,Chicago_Park_Facility_1234,1871,Ward 12,2342,Hoyne Park
-87.74983728677442,41.888816599583265,"4950 W Hubbard St Chicago, IL 60644",Hubbard Park - Playground,Chicago_Park_Facility_1237,1900,Ward 37,2403,Hubbard Park
-87.59523562701584,41.78220632266265,"6200 S Kimbark Ave Chicago, IL 60637",Huckleberry Park - Playground Park,Chicago_Park_Facility_1238,1884,Ward 20,2117,Huckleberry Park
-87.64299257942974,41.83834694823104,"632 W 31st St Chicago, IL 60616",Humbert Park - Playground Park,Chicago_Park_Facility_1240,1881,Ward 11,2413,Humbert Park
-87.69988668490996,41.90973987511876,"1400 N Humboldt Dr Chicago, IL 60622",Humboldt Park - Playground 1,Chicago_Park_Facility_1268,1867,Ward 26,2031,Humboldt Park
-87.69931490084808,41.908079628851496,"1400 N Humboldt Dr Chicago, IL 60622",Humboldt Park - Playground 2,Chicago_Park_Facility_1269,1867,Ward 26,2031,Humboldt Park
-87.70599856797173,41.90360954773527,"1400 N Humboldt Dr Chicago, IL 60622",Humboldt Park - Playground 3,Chicago_Park_Facility_1270,1867,Ward 26,2031,Humboldt Park
-87.70338193882351,41.89884049443211,"1400 N Humboldt Dr Chicago, IL 60622",Humboldt Park - Playground 4,Chicago_Park_Facility_1271,1867,Ward 26,2031,Humboldt Park
-87.6973831746494,41.9053802379302,"1400 N Humboldt Dr Chicago, IL 60622",Humboldt Park - Playground 5,Chicago_Park_Facility_4534,1867,Ward 26,2031,Humboldt Park
-87.66940867372588,41.71179319497596,"1901 W 100th St Chicago, IL 60643",Hurley Park - Playground,Chicago_Park_Facility_1284,1885,Ward 19,2005,Hurley Park
-87.72348448000926,41.952405790653415,"3945 N Springfield Ave Chicago, IL 60618",Independence Park - Playground,Chicago_Park_Facility_1292,1886,Ward 45,1956,Independence Park
-87.6931938460837,42.00976936966141,"2500 W Lunt Ave Chicago, IL 60645",Indian Boundary Park - Playground,Chicago_Park_Facility_1299,1889,Ward 50,1998,Indian Boundary Park
-87.77877593019491,41.99282130147543,"6010 W Matson Ave Chicago, IL 60646",Indian Road Park - Playground,Chicago_Park_Facility_1308,1899,Ward 39,2344,Indian Road Park
-87.57585548667308,41.773655063429224,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 1,Chicago_Park_Facility_1332,1866,Ward 5,1925,Jackson (Andrew) Park
-87.5859329982477,41.779209893070025,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 2,Chicago_Park_Facility_1333,1866,Ward 5,1925,Jackson (Andrew) Park
-87.58540243701643,41.78282737415874,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 3,Chicago_Park_Facility_1334,1866,Ward 5,1925,Jackson (Andrew) Park
-87.58585391162366,41.79286945853321,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 4,Chicago_Park_Facility_1335,1866,Ward 5,1925,Jackson (Andrew) Park
-87.5850165864844,41.79301765868304,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 5,Chicago_Park_Facility_1336,1866,Ward 5,1925,Jackson (Andrew) Park
-87.583192639998,41.773543059413825,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 6,Chicago_Park_Facility_4064,1866,Ward 5,1925,Jackson (Andrew) Park
-87.57264598794086,41.781404663179295,"6401 S Stony Island Ave Chicago, IL 60637",Jackson (Andrew) Park - Playground 7,Chicago_Park_Facility_4539,1866,Ward 5,1925,Jackson (Andrew) Park
-87.62085621615006,41.8158942690753,"4319 S Indiana Ave Chicago, IL 60653",Jackson (Robert) Park - Playground Park,Chicago_Park_Facility_1370,1861,Ward 3,2405,Jackson (Robert) Park
-87.69832130063682,41.966621472740705,"4674 N Virginia Ave Chicago, IL 60625",Jacob Park - Playground Park,Chicago_Park_Facility_1371,1906,Ward 40,1994,Jacob Park
-87.66109742510108,41.84377774056621,"2731 S Eleanor St Chicago, IL 60608",Jacolik Park - Playground Park,Chicago_Park_Facility_1372,1881,Ward 11,2502,Jacolik Park
-87.70448162342322,41.88605719362381,"3111 W Fulton Blvd Chicago, IL 60612",Jefferson (Nancy) Park - Playground,Chicago_Park_Facility_1375,1905,Ward 27,2119,Jefferson (Nancy) Park
-87.64222197618203,41.85898268698794,"1630 S Jefferson St Chicago, IL 60616",Jefferson (Thomas) Park - Playground,Chicago_Park_Facility_1376,NA,NA,2406,Jefferson (Thomas) Park
-87.76321543311968,41.9682707634099,"4822 N Long Ave Chicago, IL 60630",Jefferson (Thomas) Memorial Park - Playground,Chicago_Park_Facility_1380,1886,Ward 45,1963,Jefferson (Thomas) Memorial Park
-87.72088432431946,41.96617171269868,"4600 N Lawndale Ave Chicago, IL 60625",Jensen Park - Playground,Chicago_Park_Facility_1390,1903,Ward 35,1955,Jensen Park
-87.62895738370433,41.8662544205528,"1240 S Plymouth Ct Chicago, IL 60616",Jones Park - Playground,Chicago_Park_Facility_1392,1861,Ward 3,2220,Jones Park
-87.65505530928336,41.928345875151486,"1023 W Wrightwood Ave Chicago, IL 60614",Jonquil Park - Playground,Chicago_Park_Facility_1394,1898,Ward 43,2487,Jonquil Park
-87.63431843659697,41.777776691599556,"345 W 64th St Chicago, IL 60621",Junction Grove Park - Playground Park,Chicago_Park_Facility_1397,1884,Ward 20,2174,Junction Grove Park
-87.66682381911133,41.948606490332686,"3656 N Greenview Ave Chicago, IL 60613",Juniper Park - Playground Park,Chicago_Park_Facility_1398,1868,Ward 44,2157,Juniper Park
-87.73047665946726,41.90664495827196,"4140 W Hirsch St Chicago, IL 60651",Kedvale Park - Playground,Chicago_Park_Facility_1402,1867,Ward 26,2345,Kedvale Park
-87.72964590352154,41.8648219040079,"1243 S Keeler Ave Chicago, IL 60623",Keeler Park - Playground Park,Chicago_Park_Facility_1404,1864,Ward 24,2407,Keeler Park
-87.70753243935388,41.89531796546405,"3201 W Chicago Ave Chicago, IL 60624",Kells Park - Playground,Chicago_Park_Facility_1406,1905,Ward 27,2346,Kells Park
-87.69305501140863,41.819200094153466,"2725 W 41st St Chicago, IL 60632",Kelly (Edward) Park - Playground,Chicago_Park_Facility_1413,1871,Ward 12,2064,Kelly (Edward) Park
-87.65699816200987,41.95348296890666,"3800 N Seminary Ave Chicago, IL 60613",Kelly (John) Park - Playground,Chicago_Park_Facility_1415,1868,Ward 44,2231,Kelly (John) Park
-87.73773493355874,41.9291453643922,"4438 W Wrightwood Ave Chicago, IL 60639",Kelvyn Park - Playground,Chicago_Park_Facility_1421,1888,Ward 31,1981,Kelvyn Park
-87.7335544821538,41.93500321966956,"2945 N Kenosha Ave Chicago, IL 60641",Ken-Well Park - Playground,Chicago_Park_Facility_1456,1888,Ward 31,2348,Ken-Well Park
-87.65493655147927,41.93932061998375,"3141 N Kenmore Ave Chicago, IL 60657",Kenmore Park - Playground Park,Chicago_Park_Facility_1427,1868,Ward 44,2408,Kenmore Park
-87.68221507948803,41.687687077164234,"11320 S Western Ave Chicago, IL 60655",Kennedy Park - Playground,Chicago_Park_Facility_1435,1885,Ward 19,1941,Kennedy Park
-87.59790031050223,41.81410066330972,"4434 S Lake Park Ave Chicago, IL 60653",Kennicott Park - Playground,Chicago_Park_Facility_1444,1882,Ward 4,2225,Kennicott Park
-87.6159555461922,41.67956101843024,"345 E 118th St Chicago, IL 60628",Kensington Park - Playground,Chicago_Park_Facility_1449,1870,Ward 9,2347,Kensington Park
-87.59356738132728,41.80570045090402,"1330 E 50th St Chicago, IL 60615",Kenwood Comm. Park - Playground,Chicago_Park_Facility_1463,1882,Ward 4,2318,Kenwood Comm. Park
-87.72723225217987,41.91151957301952,"1655 N Keystone Ave Chicago, IL 60639",Keystone Park - Playground Park,Chicago_Park_Facility_1470,1867,Ward 26,2409,Keystone Park
-87.73896596506665,41.94410273828135,"3501 N Kilbourn Ave Chicago, IL 60641",Kilbourn Park - Playground,Chicago_Park_Facility_1479,1895,Ward 30,1957,Kilbourn Park
-87.65450419610114,41.754651770811115,"1212 W 77th St Chicago, IL 60620",King Park - Playground,Chicago_Park_Facility_1485,1863,Ward 17,2115,King Park
-87.67350443953745,41.946221016253624,"3538-40 N Lincoln Ave Chicago, IL 60657",Klein Park - Playground Park,Chicago_Park_Facility_1488,1874,Ward 47,2278,Klein Park
-87.74150904429095,41.956399408461856,"4143 N Kolmar Ave Chicago, IL 60641",Kolmar Park - Playground,Chicago_Park_Facility_1490,1886,Ward 45,1958,Kolmar Park
-87.68887738253076,41.993923281020265,"6156 N Claremont Ave Chicago, IL 60659",Korczak Park - Playground Park,Chicago_Park_Facility_1491,1906,Ward 40,2390,Korczak Park
-87.72435953677737,41.93021834918143,"2732 N Avers Ave Chicago, IL 60647",Kosciuszko Park - Playground,Chicago_Park_Facility_1502,1888,Ward 31,1975,Kosciuszko Park
-87.53675568232212,41.702906570997555,"10558 S Avenue L Chicago, IL 60617",Krause Park - Playground Park,Chicago_Park_Facility_1505,1891,Ward 10,2382,Krause Park
-87.66655302209237,41.83302641003476,"1635 W 33rd Pl Chicago, IL 60608",Kucinski- Murphy Park - Playground,Chicago_Park_Facility_1507,1871,Ward 12,2367,Kucinski- Murphy Park
-87.75130215792018,41.904573508974146,"1333 N Laramie Ave Chicago, IL 60651",La Follette Park - Playground 1,Chicago_Park_Facility_1514,1900,Ward 37,2013,La Follette Park
-87.75482991110376,41.905582748193446,"1333 N Laramie Ave Chicago, IL 60651",La Follette Park - Playground 2,Chicago_Park_Facility_1515,1900,Ward 37,2013,La Follette Park
-87.70167766262651,41.841170222570454,"2800 S Sacramento Ave Chicago, IL 60608",La Villita Park - Playground,Chicago_Park_Facility_10934,1871,Ward 12,2286,La Villita Park
-87.61146035927955,41.837927630795576,"3113 S Rhodes Ave Chicago, IL 60616",Lake Meadows Park - Playground,Chicago_Park_Facility_1525,1882,Ward 4,2067,Lake Meadows Park
-87.61785148482507,41.897462791142225,"254 E Chicago Ave Chicago, IL 60611",Lake Shore Park - Playground,Chicago_Park_Facility_1532,1894,Ward 2,1970,Lake Shore Park
-87.65730308421014,41.696198827658534,"1400 W 109th St Chicago, IL 60643",Lamb Park - Playground,Chicago_Park_Facility_1535,1859,Ward 34,2199,Lamb Park
-87.65498908479776,41.989910474551834,"1000 W Thorndale Ave Chicago, IL 60660",Lane Beach Park - Playground,Chicago_Park_Facility_1538,1872,Ward 48,2484,Lane Beach Park
-87.674874086185,42.00188401104014,"1754 W Albion Ave Chicago, IL 60626",Langdon Park - Playground Park,Chicago_Park_Facility_1539,1876,Ward 49,2380,Langdon Park
-87.60571308923456,41.68935614595773,"700 E 113th St Chicago, IL 60628",Langley Park - Playground,Chicago_Park_Facility_1541,1870,Ward 9,2410,Langley Park
-87.75235724788939,41.776778722675324,"5210 W 64th St Chicago, IL 60638",Lawler Park - Playground,Chicago_Park_Facility_1549,1869,Ward 13,2319,Lawler Park
-87.66319003471726,42.00417767298289,"1257 W Columbia Ave Chicago, IL 60626",Lazarus Park - Playground Park,Chicago_Park_Facility_1551,1876,Ward 49,2203,Lazarus Park
-87.75080610912501,41.81280459050595,"5116 W 44th St Chicago, IL 60638",Le Claire- Hearst Park - Playground,Chicago_Park_Facility_1558,1880,Ward 22,2097,Le Claire- Hearst Park
-87.71446370139505,41.73526551925528,"3700 W 87th St Chicago, IL 60652",Lee Park - Playground Park,Chicago_Park_Facility_1561,1875,Ward 18,2500,Lee Park
-87.7053842202821,41.98113769255634,"3100 W Bryn Mawr Ave Chicago, IL 60659",Legion Park - Playground 1,Chicago_Park_Facility_1568,NA,NA,2077,Legion Park
-87.70667367237559,41.98460772081174,"3100 W Bryn Mawr Ave Chicago, IL 60659",Legion Park - Playground 2,Chicago_Park_Facility_1569,NA,NA,2077,Legion Park
-87.70830512889873,41.985103597630356,"3100 W Bryn Mawr Ave Chicago, IL 60659",Legion Park - Playground 3,Chicago_Park_Facility_1570,NA,NA,2077,Legion Park
-87.70791321920332,41.988586559546206,"3100 W Bryn Mawr Ave Chicago, IL 60659",Legion Park - Playground 4,Chicago_Park_Facility_1571,NA,NA,2077,Legion Park
-87.64139939274868,41.75745080710809,"7526 S Lowe Ave Chicago, IL 60621",Leland Giants Park - Playground,Chicago_Park_Facility_1576,1902,Ward 6,2160,Leland Giants Park
-87.66316226324096,42.01318997629664,"1222 W Touhy Ave Chicago, IL 60626",Leone Beach Park - Playground,Chicago_Park_Facility_1579,1876,Ward 49,2321,Leone Beach Park
-87.70521962028916,42.00787004731081,"7000 N Sacramento Ave Chicago, IL 60645",Lerner Park - Playground,Chicago_Park_Facility_1582,1889,Ward 50,2076,Lerner Park
-87.76250044961165,41.88849482797489,"462 N Pine Ave Chicago, IL 60644",Levin Park - Playground,Chicago_Park_Facility_1587,1900,Ward 37,2463,Levin Park
-87.63975939931686,41.762416850155404,"632 W 71st St Chicago, IL 60621",Lily Gardens Park - Playground,Chicago_Park_Facility_1589,1902,Ward 6,2461,Lily Gardens Park
-87.71159618443636,41.847501786616704,"2410 S Trumbull Ave Chicago, IL 60623",Limas Park - Playground Park,Chicago_Park_Facility_1590,1880,Ward 22,2371,Limas Park
-87.63599664957131,41.92088324214864,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 1,Chicago_Park_Facility_1636,NA,NA,1965,Lincoln Park
-87.63804094890304,41.930055699964896,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 2,Chicago_Park_Facility_1637,NA,NA,1965,Lincoln Park
-87.63687191680967,41.938173936002855,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 3,Chicago_Park_Facility_1638,NA,NA,1965,Lincoln Park
-87.64389513309527,41.95326215682864,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 4,Chicago_Park_Facility_1639,NA,NA,1965,Lincoln Park
-87.64590300969276,41.96345946888213,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 5,Chicago_Park_Facility_1640,NA,NA,1965,Lincoln Park
-87.64681750022105,41.97052875647679,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 6,Chicago_Park_Facility_1641,NA,NA,1965,Lincoln Park
-87.64959655717294,41.97263984336574,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 7,Chicago_Park_Facility_1642,NA,NA,1965,Lincoln Park
-87.65358749582235,41.98478864909315,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 8,Chicago_Park_Facility_1643,NA,NA,1965,Lincoln Park
-87.63411230074722,41.93407285311137,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 9,Chicago_Park_Facility_1644,NA,NA,1965,Lincoln Park
-87.63898698346969,41.94300234776589,"200 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park - Playground 10,Chicago_Park_Facility_4171,NA,NA,1965,Lincoln Park
-87.67447555159201,41.78264548483956,"6054 S Damen Ave Chicago, IL 60636",Lindblom Park - Playground,Chicago_Park_Facility_1688,1901,Ward 16,2049,Lindblom Park
-87.72584855859914,41.90179158017919,"1139 N Pulaski Rd Chicago, IL 60651",Linden Park - Playground,Chicago_Park_Facility_1694,1900,Ward 37,2100,Linden Park
-87.681345624007,41.80170822000094,"2251 W 50th Pl Chicago, IL 60609",Little Venice Park - Playground,Chicago_Park_Facility_1696,1904,Ward 15,2361,Little Venice Park
-87.71174518591735,41.85737860799118,"3432 W 18th St Chicago, IL 60623",London Park - Playground Park,Chicago_Park_Facility_1699,1864,Ward 24,2412,London Park
-87.640884243738,41.79948903594131,"5203 S Lowe Ave Chicago, IL 60609",Lowe Park - Playground,Chicago_Park_Facility_1703,1861,Ward 3,2350,Lowe Park
-87.66061040114981,42.01089570829189,"1230 W Greenleaf Ave Chicago, IL 60626",Loyola Park - Playground,Chicago_Park_Facility_1711,1876,Ward 49,1974,Loyola Park
-87.56767197192481,41.712597458829926,"10021 S Luella Ave Chicago, IL 60617",Luella Park - Playground,Chicago_Park_Facility_1718,1883,Ward 7,2414,Luella Park
-87.64668702058329,41.79264195625926,"5558 S Green St Chicago, IL 60621",Luna Park - Playground Park,Chicago_Park_Facility_1719,1884,Ward 20,2196,Luna Park
-87.68751571868859,42.008417073726626,"2239 W Lunt Ave Chicago, IL 60645",Lunt Park - Playground Park,Chicago_Park_Facility_1720,1889,Ward 50,2415,Lunt Park
-87.63976836686875,41.755224036771345,"7700 S Wallace St Chicago, IL 60620",Lyle Park - Playground,Chicago_Park_Facility_1721,NA,NA,2485,Lyle Park
-87.7070259875897,41.873117193626314,"3228 W Flournoy St Chicago, IL 60624",Magnolia Park - Playground Park,Chicago_Park_Facility_1722,1864,Ward 24,2114,Magnolia Park
-87.63464044207046,41.7954016798186,"5426 S Shields Ave Chicago, IL 60609",Malus Park - Playground Park,Chicago_Park_Facility_1724,1861,Ward 3,2159,Malus Park
-87.60721372311788,41.82331244477015,"900 E Pershing Rd. Chicago, IL 60653",Mandrake Park - Playground,Chicago_Park_Facility_1729,1882,Ward 4,2240,Mandrake Park
-87.5514652632612,41.65701469322319,"3035 E 130th St Chicago, IL 60633",Mann Park - Playground,Chicago_Park_Facility_1743,1891,Ward 10,1923,Mann Park
-87.70984908464796,41.918762868956016,"2047 N Spaulding Ave Chicago, IL 60647",Maple Park - Playground Park,Chicago_Park_Facility_1750,1867,Ward 26,2498,Maple Park
-87.6911166745772,41.911066317255,"1640 N Maplewood Ave Chicago, IL 60647",Maplewood Park - Playground,Chicago_Park_Facility_1753,1893,Ward 1,2351,Maplewood Park
-87.69505895108554,41.76505460162987,"6734 S Kedzie Ave Chicago, IL 60629",Marquette Park - Playground 1,Chicago_Park_Facility_1779,1863,Ward 17,1916,Marquette Park
-87.70929496544419,41.7709327708285,"6734 S Kedzie Ave Chicago, IL 60629",Marquette Park - Playground 2,Chicago_Park_Facility_1780,1863,Ward 17,1916,Marquette Park
-87.66451080056802,41.73551769151711,"1637 W 87th St Chicago, IL 60620",Marshfield Park - Playground,Chicago_Park_Facility_1800,1878,Ward 21,2352,Marshfield Park
-87.65266933145544,41.939214932804845,"922 W Fletcher St Chicago, IL 60657",Martin Park - Playground Park,Chicago_Park_Facility_1802,1868,Ward 44,2200,Martin Park
-87.72847312313868,41.884340700887215,"4100 W West End Ave Chicago, IL 60624",Mason Park - Playground,Chicago_Park_Facility_1803,1896,Ward 28,2441,Mason Park
-87.68052475426033,42.00742796258811,"6937 N Ridge Blvd Chicago, IL 60626",Matanky Park - Playground,Chicago_Park_Facility_1805,1876,Ward 49,2001,Matanky Park
-87.70270227032687,41.9895241081186,"5835 N Lincoln Ave Chicago, IL 60659",Mather Park - Playground,Chicago_Park_Facility_1817,1906,Ward 40,2047,Mather Park
-87.74237372986711,41.96288588430901,"4550 W Sunnyside Ave Chicago, IL 60630",Mayfair Park - Playground,Chicago_Park_Facility_1828,1899,Ward 39,1959,Mayfair Park
-87.64926334576217,41.841325469301445,"2901 S Poplar Ave Chicago, IL 60608",McGuane Park - Playground,Chicago_Park_Facility_1839,1881,Ward 11,1908,McGuane Park
-87.64467065738383,41.81274855788771,"4446-58 S. Emerald Ave Chicago, IL 60609",McInerney Park - Playground,Chicago_Park_Facility_1848,1881,Ward 11,2198,McInerney Park
-87.64156621411475,41.82920074013096,"600 W 36th St Chicago, IL 60609",McKeon Park - Playground Park,Chicago_Park_Facility_1849,1881,Ward 11,2440,McKeon Park
-87.70252334524051,41.69812236447892,"10714 S Sawyer Ave Chicago, IL 60655",McKiernan Park - Playground,Chicago_Park_Facility_1853,1885,Ward 19,2365,McKiernan Park
