schema:longitude,schema:latitude,schema:address,schema:name,schema:addressLocality,schema:name...18,schema:containedInPlace,schema:name...17,schema:identifier
-87.6736515562148,41.896541355839354,"1845 W Rice St Chicago, IL 60622",Commercial Club Park - Spray Feature,1893,Ward 1,2316,Commercial Club Park,Chicago_Park_Facility_527
-87.67008664338648,41.802769339936845,"1809 W 50th St Chicago, IL 60609",Cornell Square Park - Pool (Outdoor),1884,Ward 20,1911,Cornell Square Park,Chicago_Park_Facility_542
-87.67006335160643,41.80180752010933,"1809 W 50th St Chicago, IL 60609",Cornell Square Park - Spray Feature,1884,Ward 20,1911,Cornell Square Park,Chicago_Park_Facility_544
-87.75825884928081,41.92835478306127,"2611 N Lockwood Ave Chicago, IL 60639",Cragin Park - Spray Feature,1888,Ward 31,1986,Cragin Park,Chicago_Park_Facility_560
-87.72781212460619,41.86006108704,"1516 S Karlov Ave Chicago, IL 60623",Crawford Park - Spray Feature,1864,Ward 24,2131,Crawford Park,Chicago_Park_Facility_564
-87.66682352016932,41.813127225509824,"4430 S Marshfield Ave Chicago, IL 60609",Davis (Nathan) Square Park - Pool (Outdoor),1904,Ward 15,1920,Davis (Nathan) Square Park,Chicago_Park_Facility_589
-87.66731139246653,41.812596169299226,"4430 S Marshfield Ave Chicago, IL 60609",Davis (Nathan) Square Park - Spray Feature,1904,Ward 15,1920,Davis (Nathan) Square Park,Chicago_Park_Facility_591
-87.67401081013345,41.74711843728796,"8040 S Damen Av Chicago, IL 60620",Dawes Park - Spray Feature,1875,Ward 18,2045,Dawes Park,Chicago_Park_Facility_605
-87.67049864214809,41.90677827432709,"1356 N Dean St Chicago, IL 60622",Dean Park - Spray Feature,1893,Ward 1,2334,Dean Park,Chicago_Park_Facility_609
-87.75195719124122,41.95542363411714,"4117 N Lavergne Ave Chicago, IL 60641",Dickinson Park - Spray Feature,1886,Ward 45,2454,Dickinson Park,Chicago_Park_Facility_616
-87.6949115686993,41.87121208760391,"2734 W Polk St Chicago, IL 60612",Dogwood Park - Spray Feature,1896,Ward 28,2123,Dogwood Park,Chicago_Park_Facility_620
-87.66042342840318,41.94198528879457,"1230 W School St Chicago, IL 60657",Donahue Park - Spray Feature,1868,Ward 44,2302,Donahue Park,Chicago_Park_Facility_0
-87.64792800928576,41.828275717032085,"3620 S Lituanica Ave Chicago, IL 60609",Donovan Park - Spray Feature,1881,Ward 11,2336,Donovan Park,Chicago_Park_Facility_624
-87.69999720405664,41.86279554773234,"1401 S Sacramento Dr Chicago, IL 60623",Douglas Park - Pool (Outdoor),NA,NA,2030,Douglas Park,Chicago_Park_Facility_648
-87.6961897785649,41.8567564841514,"1401 S Sacramento Dr Chicago, IL 60623",Douglas Park - Spray Feature 1,NA,NA,2030,Douglas Park,Chicago_Park_Facility_654
-87.70199654866141,41.8562936066738,"1401 S Sacramento Dr Chicago, IL 60623",Douglas Park - Spray Feature 2,NA,NA,2030,Douglas Park,Chicago_Park_Facility_655
-87.6214337679441,41.838632729462596,"200 E 31st St Chicago, IL 60616",Dunbar Park - Spray Feature,1882,Ward 4,2071,Dunbar Park,Chicago_Park_Facility_16696
-87.78279206224161,41.96636364144766,"4640 N Melvina Ave Chicago, IL 60630",Dunham Park - Spray Feature,1877,Ward 38,2062,Dunham Park,Chicago_Park_Facility_688
-87.72867705958103,41.73977301024788,"8441 S Kolin Ave Chicago, IL 60652",Durkin Park - Spray Feature,1875,Ward 18,2072,Durkin Park,Chicago_Park_Facility_700
-87.65395281211096,41.854094804950364,"1119 W Cullerton St Chicago, IL 60608",Dvorak Park - Pool (Outdoor),1873,Ward 25,2028,Dvorak Park,Chicago_Park_Facility_710
-87.65349774037193,41.85409878281101,"1119 W Cullerton St Chicago, IL 60608",Dvorak Park - Water Playground,1873,Ward 25,2028,Dvorak Park,Chicago_Park_Facility_713
-87.66201419934214,41.89656702523902,"1330 W Chicago Ave Chicago, IL 60622",Eckhart Park - Pool (Indoor),1905,Ward 27,2020,Eckhart Park,Chicago_Park_Facility_721
-87.660456264145,41.89661189121275,"1330 W Chicago Ave Chicago, IL 60622",Eckhart Park - Spray Feature,1905,Ward 27,2020,Eckhart Park,Chicago_Park_Facility_725
-87.61117453966249,41.83075697404529,"600 E 37th St Chicago, IL 60653",Ellis Park - Pool (Indoor),1882,Ward 4,2456,Ellis Park,Chicago_Park_Facility_0
-87.61039510713769,41.82916096713056,"600 E 37th St Chicago, IL 60653",Ellis Park - Spray Feature,1882,Ward 4,2456,Ellis Park,Chicago_Park_Facility_8374
-87.67608740879679,41.99472151086999,"1820 W Granville Ave Chicago, IL 60660",Emmerson Park - Spray Feature,1906,Ward 40,1967,Emmerson Park,Chicago_Park_Facility_751
-87.6377354484109,41.716064782733845,"9800 S Parnell Ave Chicago, IL 60628",Euclid Park - Spray Feature,1859,Ward 34,1950,Euclid Park,Chicago_Park_Facility_762
-87.66303859684518,42.01708141542725,"1300 W Fargo Ave Chicago, IL 60626",Fargo Beach Park - Beach,1876,Ward 49,2476,Fargo Beach Park,Chicago_Park_Facility_766
-87.67877455472127,41.93985517028956,"2012 W Belmont Ave Chicago, IL 60618",Fellger Park - Spray Feature,1887,Ward 32,2397,Fellger Park,Chicago_Park_Facility_17342
-87.63859405345943,41.70396510925143,"10436 S Wallace St Chicago, IL 60628",Fernwood Park - Pool (Indoor),1859,Ward 34,1949,Fernwood Park,Chicago_Park_Facility_773
-87.63980729651519,41.704702781770145,"10436 S Wallace St Chicago, IL 60628",Fernwood Park - Spray Feature,1859,Ward 34,1949,Fernwood Park,Chicago_Park_Facility_776
-87.72387153533178,41.97471281727409,"5100 N Ridgeway Ave Chicago, IL 60625",Field Park - Spray Feature,1899,Ward 39,1936,Field Park,Chicago_Park_Facility_786
-87.69206328034448,41.91502602245258,"2554 W Moffat St Chicago, IL 60647",Flower Park - Spray Feature,1893,Ward 1,2189,Flower Park,Chicago_Park_Facility_17339
-87.65715782960926,41.864656159240795,"1313 S Throop St Chicago, IL 60608",Fosco Park - Pool (Indoor),1873,Ward 25,2337,Fosco Park,Chicago_Park_Facility_801
-87.65810508941874,41.864910025541626,"1313 S Throop St Chicago, IL 60608",Fosco Park - Water Playground,1873,Ward 25,2337,Fosco Park,Chicago_Park_Facility_804
-87.66018366841568,41.74211622180509,"1400 W 84th St Chicago, IL 60620",Foster Park - Pool (Indoor),1878,Ward 21,1930,Foster Park,Chicago_Park_Facility_812
-87.66086473267106,41.74178522279432,"1400 W 84th St Chicago, IL 60620",Foster Park - Water Playground,1878,Ward 21,1930,Foster Park,Chicago_Park_Facility_828
-87.7330324013445,41.8617451807788,"1449 S Kolin Ave Chicago, IL 60623",Franklin Park - Pool (Outdoor),1864,Ward 24,2014,Franklin Park,Chicago_Park_Facility_837
-87.73272064237086,41.86155987229241,"1449 S Kolin Ave Chicago, IL 60623",Franklin Park - Water Playground,1864,Ward 24,2014,Franklin Park,Chicago_Park_Facility_841
-87.6353929965519,41.810725550231794,"331 W 45th St Chicago, IL 60609",Fuller Park - Pool (Outdoor),1861,Ward 3,1910,Fuller Park,Chicago_Park_Facility_848
-87.63379715944451,41.81172611703091,"331 W 45th St Chicago, IL 60609",Fuller Park - Spray Feature,1861,Ward 3,1910,Fuller Park,Chicago_Park_Facility_850
-87.6849452948883,41.79276501630365,"2415 W 55th St Chicago, IL 60629",Gage Park - Pool (Outdoor),NA,NA,1927,Gage Park,Chicago_Park_Facility_863
-87.68522998917592,41.792999342976366,"2415 W 55th St Chicago, IL 60629",Gage Park - Spray Feature,NA,NA,1927,Gage Park,Chicago_Park_Facility_865
-87.76932223686829,41.91241689179718,"5729 W Bloomingdale Ave Chicago, IL 60639",Galewood Park - Spray Feature,1897,Ward 29,1985,Galewood Park,Chicago_Park_Facility_884
-87.71665627901461,41.88267349332221,"100 N Central Park Dr Chicago, IL 60624",Garfield Park - Pool (Outdoor),1896,Ward 28,2016,Garfield Park,Chicago_Park_Facility_904
-87.71179549383065,41.883266101444924,"100 N Central Park Dr Chicago, IL 60624",Garfield Park - Spray Feature 1,1896,Ward 28,2016,Garfield Park,Chicago_Park_Facility_908
-87.7177440445377,41.87561297137758,"100 N Central Park Dr Chicago, IL 60624",Garfield Park - Spray Feature 2,1896,Ward 28,2016,Garfield Park,Chicago_Park_Facility_4015
-87.6506969392297,41.95242834667793,"825 W Sheridan Rd Chicago, IL 60613",Gill Park - Pool (Indoor),1860,Ward 46,2136,Gill Park,Chicago_Park_Facility_930
-87.77304737236254,41.979370487528854,"5421 N Menard Ave Chicago, IL 60630",Gladstone Park - Spray Feature,1886,Ward 45,1962,Gladstone Park,Chicago_Park_Facility_937
-87.7088978995411,41.875945576145085,"3307 W Gladys Ave Chicago, IL 60624",Gladys Park - Spray Feature,1896,Ward 28,2398,Gladys Park,Chicago_Park_Facility_940
-87.61105648940178,41.65767981938165,"500 E 130th St Chicago, IL 60627",Golden Gate Park - Spray Feature,1870,Ward 9,2087,Golden Gate Park,Chicago_Park_Facility_945
